clean_text,label
எல்லாமே நாளைக்கு பண்ணோன்று நினைப்பேன் ஆனால் எனக்கு இப்போது நாளைக்கு ஒரு விஜுக்குட்டு எனக்கு மிகவும் பிடிக்க மாட்டேன்கிறது,1
யாராவது என்னிடம் நீயும் முக்கியம்தான் நீ எவ்வளவு கஷ்டப்படுவது தெரியும் தான் நான் இந்த நிலைமைக்கு வந்திருக்க வை மாட்டேன்,1
கஷ்டத்தைப் பற்றிப் பேசுவதற்குள் எனக்கு யாருமே இல்லை,1
இன்னும் எவ்வளவு நாள்தான் இந்த மாதிரி இருக்கப்போறு என் உடம் மட்டும்தான் இங்க இருக்கும் ஆனா உயிரில்லை,1
எப்போதுமே என்னை பிரச்சியில் தல்லி விட்டுட்டே இருப்பதா அவர்களைக்குத்தான் செய்தார்,1
எல்லாரும் எல்லாருக்கும் கஷ்டம் வரும் சொல்கிறார்களானா ஏன் கஷ்டம் மட்டும் ஏன் ரொம்ப ஓக் ஜாச்தியா இருக்கு,1
என் மனையில் யாருக்கும் உண்மையாக்கரியாக இருந்ததும் இல்லை வரப்போவதும் இல்லை,1
கண்ணுகூட மூட முடியலா யாரோ என்னைப் பார்த்துக்கொண்டிருக்கும் கமாறை குறுக்கு,1
நா மட்டு தான் தப்பு பண்ணேன் என்று நினைக்குறியா இதுல நீயும் தான் தப்பு பண்ணேன் இனி என்னை சுத்தமா இதுல புரிந்துக்கொள்வேன் கிடையாது,1
தப்பிக்க முடியுமா இல்லை எனக்கு இது சந்திக்கக்கூட முடியாதா,1
நான் எதற்கு இதை செய்து கொண்டிருக்கிறேன் என்று புரியவில்லை,1
எல்லாருமே என்னால் முடியும் சொல்கிறார்கள் ஆனால் சின்னச் சின்ன விஷயத்திற்குக்குள்ளே நான் இவ்வளவு கஷ்டப்பட்டுவேன் என்று உங்களுக்குத் தெரியாது,1
இவ்வளவு நாளாக ஓடிட்டிருந்தேன் ஆனால் இப்போது எல்லாம் முடிந்து போகும் போல,1
எனக்கு எதுவும் சரியா நடக்கல்ல என் மனத்தில் ஒரே குழப்பமா இருக்கு நான் என்ன செய்யணோனே தெரியல்,1
நீங்கள் யாராவது என்ன புரிந்துகொண்டால்தான் ஏதாவது கூறுவதற்கு யாரும் என்ன புரிந்துகொள்ளவே நான் மட்டும் என்ன சொல்வேன்,1
இனி யாராவது புரிந்துட்டு இருந்தால் நான் இவ்வளவு தனியா இருந்திருக்க மாட்டேன்,1
என்மேல யாருக்கும் அக்கறை இருந்ததும் இல்ல யாருக்காத அக்கறை வருமா என்று எனக்கு நம்பிக்கையும் இல்ல,1
இப்பப் பத்தல பிரச்சினையும் தலையுட்டுட்டு இருக்காங்க நான் உங்களுக்கு என்ன செய்தேன்,1
எல்லாருமே வாழ்க்க முன்னால் போக வேண்டும் என்று சொல்கிறார்கள் ஆனால் ஏன் எனக்கு அதற்கான முயற்சி எடுக்குவதற்குக்கூட சக்தி இல்லை,1
நீ என்ன நினைச்சிட்டு இருக்க நான் என்ன முட்டாலா உன்னாலதான் நான் இப்படி இருக்க,1
இப்போலாம் எனக்கு தெரியல்ல எனக்கு எல்லாமே எப்படி விருத்து போன்று மாதிரி இருக்கு,1
அப்போப்போ என்மேல் அக்கறையா இருந்த இவ்வளவு சீக்கிரம் நீ போயிருக்க மாட்டாய் ஹா யாருக்கு தெரியும் நீ என்னுடன் பொய்யாகக்கூட இருந்திருக்கலாம்,1
இன்னும் எவ்வளவு நாள்தான் இந்த மாதிரி இருக்கப் போறு என் உடமும் மட்டும்தான் இங்க இருக்க ஆனால் உயிர் இல்ல,1
யாரும் என்னிடம் நான் எவ்வளவு முக்கியம் என்று சொன்னதும் இல்லை நான் எவ்வளவு கஷ்டப்படுகிறேன் என்று கேட்டதும் இல்லை,1
என்னை யாரும் புரிந்துக்கொள்ளலேன் நான் என்னதான் முயற்சி பண்ணாலும் எல்லாம் பிரச்சினில் போய் முடியுது,1
யாராவது எனக்கு வந்து அறிதல் சொல்லுவார்களா என்று எதிர்பார்ப்பேன் ஆனால் யாருமே வர மாட்டார்கள்,1
மதிர்வு திறந்திருக்காம் திறக்க முடியுமா என்னால் இங்கே இருக்கும் வே முடியவில்லை,1
எனக்கு எப்பொழுது எல்லாம் அழதும் ஒன்று நடுக்குமா ஏன் எனக்கு மட்டும் அப்படி ஒன்று நடிக்கவே மாட்டீர்கள்,1
நான் எதுவும் செய்ய முடியல நான் ஒரு தோழ்வி மாதிரி இருக்கேன் எல்லாரும் என்னை விட்டுட்டு போய்த்தாங்க,1
எனக்கு ரொம்ப அலுத்து போச்சு என்னை ஏன் யாருமே புரிந்துக்க மாட்டீர்கள்,1
குறை நிமிட்ஷதுக்குக்குட்டே என் மனது நிம்மதியாவில்ல எதுக்கு இந்த வாழ்க்க,1
எவ்வளவு நாள் தான் இந்த மாதிரி வாழ்றது என் அடுபம் மட்டும் தான் இங்க இருக்கு ஆனால் உயிரில்லை,1
எனக்கு நிம்மதி கிடிக்காதா ஐயோ நா இதற்கு மேல் என்ன தான் செய்யணும்,1
என்னால் இன்னும் எவ்வளவு தூரம் பொறுத்துக்கொள்ள முடியும் தெரியலை என் மனத்தில் இருக்கும் பாரம் என்னை கொஞ்சு கொஞ்சுமாகக் கொண்டு இருக்கிறது,1
இவ்வளவு நாளா ஓடிக்கொண்டு இருந்து இப்ப இலவே முடியப் போதான்,1
என்னால எதையும் முடிக்க முடியல எதை பண்டுதுக்கும் எனக்கு கொஞ்சம் கொடு இஷ்டமி வரமாட்டிங்கது,1
நாளைக்கு பண்ணோ என்று நினைப்பேன் ஆனால் இன்று இப்போது நாளைக்கு வருவதுக்குக்கும் பிடிக்க மாட்டிங்குது,1
மூச்சு அடங்குற மாதிரி இருக்கு இதும் கடந்து போகுமா,1
என்ன ஆகுது என்னால் எதையும் புரிந்துகொள்ள வே முடியல எல்லாம் திசைபாரி போன மாதிரி இருக்கு,1
எல்லாரும் எல்லாருக்கும் கஷ்டம் வரும்னு சொல்கிறாங்க ஆனா அவர்கள் பார்த்ததும் எனக்கு வந்ததும் ஒன்னா,1
யாராவது ஒருவருக்குள் என் பேச்சை கேட்குவதுக்கு தயாராய் இல்லை இனி யாரும் புரிந்துகொள்ளும் மாட்டின்றார்கள்,1
என்னை யாராவது புரிந்து திருந்தால் நான் இவ்வளவு தனியாக இருந்திருக்க மாட்டேன்,1
தொல்லும் மாதிரி எதுவும் சரியாய்டும் அப்படியெல்லாம் இல்ல எதுவும் ஒழுங்க நடக்கல்ல ஒவ்வொரு நாளும் ஒவ்வொரு போராட்டமா இருக்கு,1
எனக்கெல்லாமே வெறுப்பார்க்கு நான் இந்த வாழ்க்கு என்னுடைய சொத்தி இருக்கும் அங்கு,1
எனக்கு சந்தோஷம் திற மாதிரி ஒன்றுமே பெரியாக நடந்ததுல அதனாலே எனக்கு மறந்து போய்ச்சு,1
இப்படி சும்மா இருந்தால் எனக்கு ரொம்ப பயமா இருக்கு ஏதாவது பெருச்சம் நடக்கப்போகிற மாறிக்கு,1
எனக்கு ரொம்ப அலுத்து போச்சு என்ன ஏன் யாருமே புரிந்து கமாட்டு எங்கிருங்க,1
ஏன் என்னாலும் ஒருநாள் கட நிம்மதியாக இருக்க முடியலை ஒருநாளும் மிகவும் கஷ்டமாக இருக்கும்,1
யாரும் என் பின்னாடி வரமாறி தோதுது என்னாலே முடியாது என்னாலே இங்க கண்டிப்பு இருக்க முடியாது,1
என் வாழ்க்கை எவ்ளோ என் கைலே இருந்தால் நான் மம்பதமா பார்த்துக்கொண்டிருப்பேன் நான் நீ கப்பாடுக்குத் துருப்பேன்,1
என்னால் என்னையே புரிந்துக்கொள்ள முடியவில்லை அப்போது மற்றவர்கள் புரிந்து பார்க்கும்போது என்னை எப்படி எழுதிருப்பார்க்குறது,1
எனக்கு இந்த வாழ்க்கை ஒன்றும் புரியல நான் தவறா,1
எனக்கு எப்போமுமே கோம வருது அதை எப்படி அடக்குறது என்று எனக்கு தெரியல,1
எனக்கு எதுக்கும் தைரியம் இல்ல எப்படி மாறுறது,1
இப்படி சும்மா இருந்தால் எனக்கு மிகவும் பயமா இருக்கு என்னவோ நடக்கப் போகும்போல் பெரியாக நடன்றுமோ என்று பயமா இருக்கு,1
எல்லார் என்ன பார்த்து நினைப்பார்கள் எல்லாரும் என்ன பார்த்து சிரிப்பார்களா,1
என்னை யாரும் புரிந்துக்கலாம் நான் எத்தனைத்தான் முயற்சி பண்ணாலும் எல்லாம் பிரச்சினையாவே போய் முடியும்,1
நான் இப்போதும் நாயாவில்லை பேரே யார் மாதிரியும் நதையும் அடக்கிற மாதிரி இருக்கு எனக்கு,1
எனக்கு நான் பண்டது ஒன்றுமே மிகவும் பிடிக்க மாட்டேன்னு நான் எதற்கு இப்படி பண்டினு எனக்கு தெரியவில்லை,1
யாரும் என்னை விட்டுப் போய்விடும் என்று கூறும் நான் தனியாக இருந்தேன் என்ன ஆகும்,1
என்னால் என்னையே புரிந்துகொள்ள முடியவில்லை அப்போது மற்றவர்கள் என்னை புரிந்து பார்க்கண்ணால் எப்படி எதிர்பார்க்குவது,1
இவ்வளவு நாளாலோ ஓடிட்டி இருந்தேன் ஆனால் இப்போது எல்லாம் முடிந்த போகும் போல,1
யாராவது ஒருவருக்குட்டு என்னைப் புரிந்துக்கொண்டு அதுவே போதும் ஆனால் யாரும் நான் சொல்லுவதைக் கேட்பதற்குக்குக்குட்டு தயாராய் இல்ல,1
நான் எப்போது இப்படி மாறனேன் ஒரு காலத்தில் நான்கூட சந்தோஷமா தானே இருந்து ஏன் இப்போது என்னால் என்னே புரிந்துகொள்ள முடியவில்ல,1
அங்கே யாரும் இல்லாய் என்று தெரியும் ஆனா என் கண்ணுக்கு வேறு ஒன்று தெரியுது,1
யபகம் வர மாட்டேன்குது எவ்வளவு யோசிச்சுப்பத்தான் யபகமே வரல்ல,1
என்னால் வெள்ளில் அழக்கூட முடிகாது நான் பண்ணால் நடிக்கிறேன் என்று சொல்றார்கள் நான் என்னதான் பண்ணவேண்டும்,1
என்னுடைய தெரியுள்ளேன் என்னால் எதுவும் புரிந்துகொள்ள முடியுள்ளேன் எல்லாம் திசமாரி போனுமாரி இருக்கு,1
எல்லாரும் நிம்பதியாக இருக்கும் நாமட்டே ஏனும் போராலிட்டு இருக்க,1
என் கஷ்டத்தைப் பற்றி சொல்லுவது கூட எனக்கு யாருமே இல்ல,1
நான் எதற்கு இப்படி செய்கிறேன் என்று எனக்கு தெரியவில்லை நான் என்ன செய்வது என்று புரியவில்லை,1
என்ன நினைப்பார்கள் உங்களுடைய எல்லாம் என்னைப்பார்த்து சிரிப்பார்கள்,1
எனக்கு எதுவும் பிடிக்கவில்லை நான் இந்த வாழ்க்கை என்னை சுற்றி இருக்கிறவர்கள்,1
என் மனதுல நிறைய கேள்விகள் இருக்கு ஆனா பதில் ஒன்றும் கிடிக்கவில்ல நான் ஏன் இப்படி இருக்கனோ தெரியவில்ல,1
யாரும் என் பின்னால் வர மாதிரி இருக்கிறது என்னால் முடியாது என்னால் இங்கு கண்டிப்பாக இருக்கும் வே முடியாது,1
அங்கே யாரும் இல்லான்னு தெரியும் ஆனா என் கண்ணுக்கு வேறை ஒன்று தெரியுது,1
எல்லாருமே வாழ்க்க முன்னாடி போகணும் என்று சொல்கிறாங்க அதான் ஏன் அதற்காலும் முயற்சி எடுப்பதற்குக்கூட எனக்கு வந்து சக்தி இல்ல,1
நான் யாருமே இல்லை என்று தெரியும் ஆனாலும் என் கண்ணிக்கு அங்க வேறு யாருமே ஒருக்கிரம் மாதிரி இருக்கு,1
எல்லாரும் ஒன்னா இருக்குட்டும்,1
எதுக்கும்மே எனக்கு அர்த்தம் தெரியல இந்த மாதிரி வாழ்வத்தில் பிரியாசம் இருக்கானு எனக்கு புரியல நான் எதுக்கு இன்னும் எப்படி இருக்கன்,1
யாரோ என் பின்னாடி வரமாறி தோன்று என்னால முடியாது என்னால இங்க கண்டு பெறுக்க முடியாது,1
எனக்குதான் வாக்கிடுவோம் எனக்கு மிகவும் பகியமாக இருக்கிறது,1
அப்பப் போ உனக்கு என்மேல உண்மையால் மே அக்கறியா இருந்திருந்தா நீ போயிருக்கமாட்டா யாருக்கு தெரியும் நீ பொய்யா கூட இருந்திருக்கலாம்,1
ஏதோ பெருச்சை நடக்கப்போக மாறி பயமா இருக்கு,1
இவ்வளவு நாளாக உளிட்டு இருந்து இப்ப இலவே மெடியப் போதா அப்பு,1
இந்த இடத்தில் எப்போதுமே பெரிய சத்தம் கேட்கும் போல இருக்கு ஏன்கால் அதைத் தாங்கதே முடியவில்லை,1
யாரும் நான் என்ன செய்கிறேன் என்று கேட்க மாட்டாங்க கேட்டாலும் அந்தப் பதில் சொல்வதற்கு முன்னால் ஏற்படுவாங்க,1
ஏய் நயாயர்க்கும் கிமானி,1
என் மனது என்னை விட்டு போன மாதிரி இருக்கு,1
கண்கல் அன்பளவுக்கு கஷ்டம் இருந்தாலும் அந்த கஷ்டத்தைப் பற்றி நான் யாருக்கட்டியும் சொல்ல முடியாது,1
என் கஷ்டத்தைப் பற்றி பேசுவதற்குள்ளு எனக்கு யாருமே இல்லை,1
என் ஆளுக்கு ஒருந்தாள் கூட நிம்மதியா போனதே இல்ல,1
யாரோ என் பின்னாடி வர மாறி தோன்னுது என்னால முடியாது என்னால இங்கு கண்டிப்ப இருக்க முடியாது,1
நான் நனவில்லை இப்போதும் வேற யாரும் மாதிரியும் நல்லுந்துட்டு இருக்கிறது,1
நாளைக்கு எனக்கு ஏதாவது ஆனால் கூட எனக்கால் என்னுடைய யாரும் வரமாட்டார்கள் அது எனக்கு தெரியும்,1
என்னால் இந்த இருட்டை பார்த்துக்கொள்ள மடியும் அன்னா இந்த இருட்டு முடிந்தது நான் என்ன பண்ண வேண்டும் என்று எனக்கு தெரியாது,1
யாருக்கும் தெரியாது நான் இவ்வளவு பஷ்டப்பட்டு இருக்கிறேன் என்று யாரும் புரிந்து போடு முயற்சி செய்ய மாட்டார்கள்,1
எனக்கு எதுவும் வேண்டாம் நான் தனியாய் இருக்கணும் யாரை என்ன தொந்தரவு பண்ணாதீங்க,1
எனக்கு எதுவும் சரியா நடக்கல்ல என் மனத்தில் ஒரே குழப்பமா இருக்கு நான் என்ன செய்யனுன்னு எனக்கு தெரியல்ல,1
கண்கலும் அலவுக்கு வலி இருந்தாலும் என்னால் யார்க்கட்டியும் சொல்ல முடியாதே,1
எல்லாருக்குமே நிமதி கிடைத்தது ஆனால் நான் மட்டும் இதற்காக இன்னும் போராடிட்டு இருக்கேன்,1
என்னால்தான் எப்போதுமே எல்லாருக்குமே கஷ்டும் நாமட்டும் இல்லையென்றால் எல்லாரும் நல்ல இருப்பாங்க,1
நான் ஏன் இதுக்கு ஏன் இப்படி மாற்றேன் என்று எனக்குப் புரியவில்லை என்னை யாரும் மதிக்கும்தாலே ஐயோ நான் என்ன பண்ணுவேன்,1
ஏன் என்னால் மட்டுமலர் மறியும் வர முடியவில்லை ஏன் எனக்கு மட்டும் இவ்வளவு கஷ்டம் வந்துட்டே இருக்க,1
எனக்கு எதுவும் சரியா இல்லை நான் ஏன் இப்படி இருக்கின்னு தெரியவில்லை எல்லாம் என்னால்தான் கிட்டு போச்சு,1
நான் யாருமே இல்லது தெரியும் அனுமது என் கண்ணிக்கும் வேறு ஏதாவது இருக்கிறது,1
எனக்கு எல்லாமே நாளைக்கு வரணம் என்று நினைக்கிறான் ஆனால் எனக்கு இப்போது நாளைக்கு வருவதுக்குக்கூட பிடிக்கவில்லை,1
எனக்கு எதுக்கு இந்த வாழ்க்கை ஒரு நாள் கூட சந்தோஷமா இருக்க முடில்ல இதெல்லாம் ஒரு கெட்ட கனவு மாதிரி இருக்கு,1
நீக்குமே தயிரமே இல்லை நான் இதிலிருந்து எப்படி மாறுகிறது,1
என்ன பொறுமை என்ன நிதானம் எவ்வளவு நாள் தான் இந்த வாழ்க்கை இப்படி தல்லிட்டே போறது,1
பிக்க முடியும் இல்லையென்றால் சண்டிக்குக்குட்டு முடியும் அதான்,1
அன்றால் நான் மட்டும் இங்கேயாவது தனியே அமர்ந்துட்டு இருப்பேன் எப்போதுமே இப்படித்தான் நடக்கும்,1
என் மனத்தில் நிறைய கேள்விகள் இருக்கு ஆனால் பதில் ஒன்றும் கிடைக்கவில்லை நான் ஏன் இப்படி இருக்கன்னும் தெரியல்லை,1
எப்படி இருந்து யோசித்து பார்த்தால் எனக்கு சிரிக்கும்தான் அல்லவுதான் என்று எனக்கு தெரியவில்லை,1
என் வாழ்க்கு என் கையில் இருந்தந்தால் இவ்வளவு மூசமாக விட்டுவிட்டுவிட்டான் என்று எனக்கு தெரியவில்லை,1
எனக்கு வேறு உங்களிடம் ஒரு வாட்டி பேச்சுண்டு ஆனால் நான் பேசுவதுகூட உங்களுக்கு கேட்குவது தயாராய் இல்லை,1
எனக்கு இந்தப் பழக்கையும் ஒன்றும் புரியல நான் தவறா,1
யாராவது எனக்கு வந்து ஆர்த்துல் சொல்லுவாங்கலான் என்று நான் எதிர்பார்ப்பேன் ஆனால் யாருமே வருமாட்டாங்க,1
நான் வாழும் இந்த வாழ்க்கை என் வாழ்க்கை இல்லை என் வாழ்க்கை எப்படியோ முடிந்து போச்சு,1
ஏன் என்ன எல்லார் இப்படி கஷ்டப் படுத்துறாங்க நான் யாருக்கு என்ன பாவம் சென்றேன்,1
என் மூச்சி அடங்கிடும் மாதிரி இருக்கு இதுவும் கடந்து போயிடுமா,1
என்னதான் நான் செய்யலை யாருமே என்னைக் காப்பத்து மாட்டார்களா,1
தப்பிக்க முடியுமா இல்லை எனக்கு இதை சம்திக்கக்கூட முடியாதா,1
நீயே என்னிடம் இப்படிப் பேசுற உன்னாலதான் நான் இவ்வளவு கஷ்டப் போட்டுட்டு இருக்கேன் கடச்சில எல்லா பல்லியோ என்மேல துக்கிப் போடாதே,1
என் வாழ்க்கு ஒரு நாள்கூட நிம்மதிய பூவே இல்லை,1
எதுவும் சரியா நடக்கணோணி இல்லை ஒவ்வொரு நாளு ஒரே போராட்டமா இருக்கு எதுவும் ஒழுங்க நடக்க வே மாட்டேன் து,1
ஒரு நாள் புரியும் நான் தான் உனக்காக எல்லாம் மாற்றிக்டேன்னு அப்பு நீ யோசித்து பாக்குறப்பு நான் உன்னுடன் இருக்க மாட்டேன்,1
என்னால் மற்றவர்கள் முன்னேறி எழுவு கொடும் முடியாது நான் அழுதான் நைலாரும் நடிக்கிறேன் என்று சொல்கிறார்கள் நான் என்னதான் செய்யவேண்டும்,1
என்னால் எதுவும் செய்ய முடியல நான் ஒரு தோய்வி மாதிரி இருக்கேன் எல்லார் என்னை விட்டு போய்விட்டார்கள்,1
மகிழ்ச்சியை வந்து ரொம்பல் நாள் ஆயிற்று அதனால் என்னவோ தெரியவில்ல மகிழ்ச்சியை மறந்து போய்விட்டது,1
இப்படி சும்மா இருந்தா எனக்கு ரொம்ம பயமா இருக்கு ஏதாவது பெரசு நடக்குப்போற மாதிரி இருக்கு,1
எனக்கு எப்போமுமே கோம வருது எனக்கு அது எப்படி அடக்குறது என்று எனக்கு தெரியல,1
இனி யாராவது உண்மையாய் புரிந்து யோர்ந்தான்னா நான் இவ்வளவு தனியா இருப்பேன்னா,1
யாருமே இல்லை என்று தெரியும் அனாலும் என் கண்ணுக்கு அங்கு வேறு ஒன்று இருக்கும் மாதிரி இருக்கும்,1
என் மூச்சி அடங்கிடு மாதிரி இருக்கு இதவும் கடந்து போய்டுமா,1
எனக்கு எதுவும் சரியா இல்ல நான் ஏன் இப்படி இருக்கேன்னு தெரியல எல்லாம் என்னால்தான் கேட்டு போச்சு,1
நீங்கள் சொல்லும் மாதிரி எதுவும் சரியாய்டும் இல்ல எதுவும் ஒழுங்க நடக்க மாட்டீங்து ஒவ்வொருவரும் ஒவ்வொன்னு சொல்லும்,1
என்னாலும் ஒருநாள்குள்ளும் நிம்மதியாக இருக்க மடியுள்ளேன் அல்லவா நாளும் மிகவும் கிஷ்டமாக இருக்கும்,1
நீ என்ன நினைத்துட்டு இருக்கும் நான் என்ன லூசா உன்னை நம்பந்ததுனாலது நான் இவ்வளவு கஷ்டப் போட்டு இருக்கும்,1
எப்படி சும்மா இருந்தால் எனக்கு மிகவும் பயமா இருக்கு ஏதாவது பெருசு நடக்கப்போகும் மாதிரி இருக்கு,1
என்னுடைய உணர்ச்சித்துன்னால் யாராலும் புரிந்துக்கொள்ள முடியாது அவர் புரிந்துக்கொள்ள நினைத்தாலும் அவர் நான் முடியாது,1
தப்பிக்க முடியமா இல்லை எனக்கு இந்த சந்திக்குக்கூட முடியதா,1
எனக்கு எவ்வளவு யோசிட்டு பார்த்தாலும் ஞாபகமே வரமாட்டேன் து இனி தெரியவில்லை எனக்கு ஒன்றும் ஞாபகம் வரலாம்,1
எனக்கு ஏதாவது ஆயிடுமோ எனக்கு ரொம்பவே பயமா இருக்கிறது,1
எனக்கு எப்பவமே கோவம் வருது அதை எப்படி அடக்குறது என்று எனக்கு தெரியல,1
எனக்கு எதுவும் சரியா நடக்கல என் மனத்தில் ஒரே குழப்பமா இருக்கு நான் என்ன செய்யணோன்றே தெரியல,1
இந்த வாய்க்கைப் புரியவில்லை நான் தவறாக,1
ஏருக்கும் இவ்வளவு முக்கியம் இல்லைல்லை பரவாயில்ல நான் என்ன எதிர்பாத்தை என்று எனக்கே தெரியவில்லை,1
எனக்கு எதுவும் புரியல நான் ஏன் இப்படி இருக்கன்னு தெரியல எல்லாரும் என்னை விட்டுட்டு போய்ட்டாங்க,1
என்ன ஆவது நானே புரிந்துகொள்ள முடியலா எல்லாமே இது சமாரி போயிடுச்சு,1
தான் என் மனசைக்கு நிம்மதி கிடிக்க மோத்தே இல்லை ஏன் எனக்கும்போது எப்போதும் இப்படி ஐட்டி இருக்கு,1
யாருக்கு என்ன பாவம் செஞ்ச ஏன் என்ன எல்லாரும் இப்படி கஷ்டப் படுத்திட்டு இருக்காங்க தெரியும்,1
இப்படி சும்மா இருந்தால் எனக்கு ரொம்ப பயமா இருக்கு இதாவது பெருச்சு நடக்கப்போர மாதிரி இருக்கு,1
